,0
470,미항모가 2006년도에 태평양에서 훈련하고잇엇는데 중국잠수함이 미항모옆 150메터지점에서 물위로솟아올랏다.그걸본미군은  깜짝놀랏지만 어쩌랴  태평양이 미국거도아닌데. .미군이다리꼬고앉아잇는거가지고 머 중국군항모를무시한다느니그딴소리나하고.그럼중국군은 미항모지나가면 차렷하고서서경례하냐.군인이 저렇게널부러져잇으면안되지.타국군함이바로앞에잇는데.꾸짓지못할망정 대견스럽게생각하냐.언론이문제다.지금한국사람들이 중국에 반중감정갖게한것이 모두언론이야기시킨거다.중국과무역에서 해마다600억아니홍콩까지포함하면훨씬더많은돈을벌어들이면서 욕하면쓰냐
471,중국은 이제 미국에게 죽는거야. 실력도 없는게 인구 하나 믿고 까불어 대더니..ㅋ 짝퉁국가 주제에
472,미국놈들 설마 덤비랴하고 제 맘대로 행동하는데 그러다 경친다
473,"함상화  묻은  소금 찌꺼기로  보는구나~~
헤이~~ 챠이느쓰   대국 굴기느  이때 쓰능겨~~"
474,너희들이 그렇게 살판난것  처럼 나데는데     너희 같으면  가만이  있겠니?!...
475,건들면 죽는다
476,중국은 자국문화가 있나? 맨날 외부침입으로  제대로된 국가라도있었나?
477,착짱 죽짱
478,"(가능하면  일처리가 용이할수 있도록  뇌조종 주술능력을 갖고있는 아마존 제프베조스와 삼성 이재용을 하루빨리 지옥으로 먼저 보내시기 바랍니다. ) 깡패독재국가 미국이 여기저기 여러국가들과 뒤에서 중국과 러시아를 핵과 미사일침공할려고 준비중입니다. 영국과 유럽의 다른국가들은 모두 핵과 미사일사용을 할 수 없도록 처리한 후,  반드시 빠른시일내로 미국을 조용히 지구상에서 날려버리시길 바랍니다. 공명정대한 중국과 러시아의 승리를 빕니다 V"
479,중국주제에     너코나 닦아라 뉘소리하지말구
480,꼬우면 쏴보던가
481,"말투가 깡패로구만,,,,저질언어만 양산하는 쓰레기 중국,,,"
482,남중국해가 중공해역이라고 하는거 자체가 순악질적인 행동아닌가??
483,"하나깉이  중공이 하는 행동과 말은  모순이고 이치에 안 맞는 짓만 하고있다  중공이 자기가 한 말과 행동이 세계의 법인 줄 아는 쓰레기 공산당이다
공산당이 인민에게 하는 짓을 국제사회에  하는 걸 보니  가관이 아니구나"
484,천멸중공만이 지구의 평화다.
485,"중공은 존재 자체가 악질이지
우한 바이러스로  전세계를 초토화
시켜놓고  뻔뻔하기 그지없는 공산당"
486,"중국은 개방적일수가 없지.......

         1당독재 1인지배체제인데..........

           외부에 적대적이고 항상 경계할것이라...

               체제가 그렇다고.."
487,"어이구, 화성이 포털 만든다고? 전 지구 말아먹겠네 그려.

둠이라고 미국서 만든 게임 해 봐 ㅋㅋㅋ

ISS말고도 독자로 정거장 운영한다는 거 부터 중국이 우주군 운영도 더 먼저 하겠다."
488,미국은 화성에 포털을 만드려고 하고 있는데 우리도 이 기술이 실험되어야  합니다.
489,"아시아에서 미국 GPS 쓰는 나라는 한국밖에 없다고 한다.. 일본은 자기네 위성 GPS 쓰지만, 중국주변 국가들은 다 중국GPS 쓴다고 한다. 성능도 우위라고..."
490,"중국 기술 향상이 왜 우리에게 염려를 가져다 줄까? 
이웃이 잘 되면 배가 아파서 그런가?
아니면 이웃이 기술무장을 하면 불이익을 당할까 하는 두려움인가?"
491,그냥  부럽다 내 혼자말.....
492,"인공위성 빌사성공...

우한 바이러스 전세계 전염  대성공!!

중국은 역시...대단해...

시진핑 형아!! 인민들 좀 대리고 가...
우리도 살기 힘들어...조선족들 여기서 안가고 버티고 있어...
좀 대리고 가..."
493,"우주개발은 군사력 경쟁의 정점이다.. 미사일, 항공기 위에 위성, 우주선이 있는것이다."
494,"너네 우주 쓰레기 좀 그만 만들어
수거도 못하면서"
495,아직은 온전한 백신도없고 그나마 마스크가 최고의 안전한 백신이다.
496,정보) 중국산 백신이 가장 비쌈
497,중국백신은 공짜로 줘도 안맞는다ㅋ
498,"마스크 잘 쓰고 다닐게요! 
굽히지 않았으면 좋겠습니다. 국산 백신 기다릴 수 있습니다 !"
499,우리나라는 왜 백신을 못 만들까? 실력없네
500,우린 백신 못만드나요...ㅋ 언제 나오나요
501,미중제발싸워라 우린심판만서라 미국미사일사거리제안풀고핵보유국인정원자로핵심분리하거하고일본만하게하지말고 전자권도주고  그러면생각해봐   미국은너무교만하다 중공은독재자다  둘다나쁜놈지옥갈구더기들
502,국제정치는 정의가 아니라 힘의 논리에 따라 움직인다지만 이건 너무하다. 중국이야 중국이 중국했다치더라도 미국은 그렇게 인권인권하던 나라가 사람이 죽어가는 판국에 저러는 꼴이라니... 둘 다 추악하다.
503,"중국 백신에 기대가 크다.
중국 백신까지 놓치면 한국은 끝났다.
한국은 하나의 중국에 동참해야 한다."
504,"백신을 정치적으로 이용하는 것은 정말 아닌 것 같습니다.
사람들이 죽어나가고 있는데 꼭 이래야만 하는 걸까요?
이럴 때 그냥 주면 훨씬 더 멋있을텐데 말이죠."
505,역겨운 일대일로
506,마지막때 전.무한 대 환란이 온다더니~지금 이 상황을 두고 하는 말이다 ~ 회계 해야 한다 ~
507,"병주고 약주고~~~
지구촌 밉상........중국"
508,그래도 중국백신은 부작용은 없는것이다. 중국은 코로나를 확실히 잡은 유일한나라다. 인도는 길가에 똥싸고 강간의나라이기때문에 절대 끝날수없다. 몇일있으면 하루에 100만명씩나올거같다. 인도는 미개하게 망할것이다
509,중국백신 보내주는거면 맥이는거 아닌가요;;
510,"떼국넘들은 코로나19에 대한 전세계 국가에 피해보상을 해야한다
그런데 인도에게 별 볼일 없는 백신으로 선심을 쓰는 체 하는 것은 무엇이냐"
511,역시 🇨🇳 👍 👍 👍 미 극 이기저긴것 보단 나아
512,병 주고 약 주고  북 치고 장구치고 별 ㅈㄹ 다 하는구나 !!!
513,왜 남의나라 경제성장률을 기사로 봐야하는거지 우리나라랑 비교를 한거면 모르겠는데 그냥 중국 자랑이네 제목도 조선족이 쓴거마냥 번역 덜 되가지고 쓴거같은데??
514,"💜... you’re so pretty, Jieun 🥰"
515,Lee Ji Eun jjang
516,용산  이지은
517,동덕여고  이지은
518,보잉영원히운영하지마라
519,대만이 중국에게 넘어가면  한국 일본도 위험해진다
520,"중국이 계속 미국의 대만방어 의지를 시험하고 있는 것...
치킨 레이스 상황...
여기서 미국이 물러나면....패권국 지위를 중국에게 양도하는 꼴...
한 판 붙어라...대만이나 센카쿠...주한미군 예의주시 해야할 것.."
521,"말로는 세계3차대전에 핵공격으로 지구멸망 누가 못함
쇼는 끝이 없는거지..."
522,대만에 핵 군사기지 만들면 함부로 못할걸
523,미중 패권 다툼이 물리적 충돌로 이어지면 전장은 한반도 아니면 대만이 될 게 뻔한 것 아닐까?1
524,"왜 잘 알지도 못하고 교류도 없고 서로 도움주는 것도 없는 대만 편을 들지?
무식하고 자아가 결여된 결과"
525,중공은 5호16국이 답이다
526,대만에 핵무기를 설치...
527,왜구들은 좀 빠지지
528,"주변 국제 정세가 이러한데.... 우리에겐 영향이 없을까? 그냥 가만 있어도 상관 없을까?
언젠간 중국이 대만을 칠꺼고... 미국의 입장은 모호하고... 미중이 붙으면 북한이 때가 왔다고
쳐내려 올지도 모르는 일이고... 북한이 핵을 보유하고... 대만도 핵을 보유하면... 우린 없어도 되나?
미래 세대에 독립된 국가를 계속 전승해 줄려면... 뭔가의 준비가 있어야 할텐데...
우리 국민은 부동산 투기에 혈안이고 나라 땅 값 아파트 값 올리는데만 혈안이니..... 세상 참...."
529,"중공의 대만침공은
세계대전이 될거다
그래서
중공도
침공이 아닌 구강액션만 하는거다

과거처럼 전쟁 그렇게 쉬운게 아니다"
530,"중공이 대만 침공

동시에

북한이 남한 침공(핵미사일 공격부터 시작)"
531,"중공이 대만 침공하는게 문제가 아니라

이 틈을 통해 북한이 남한 상대 핵공격하는게 큰 문제다.

문재인 정권은 이를 잘 모르고 있는 듯 하다.

평화회담이 이를 막아줄까?

북한이 순순히??

참 정치를 잘 모르는 사람들이 가진 헛 구름 잡는격이다."
532,"중국이 대만 침공하는 순간 북한도 동시에 남한 핵공격에 들어간다.

이럴 경우 미국이 두군데 전쟁수행하기 어렵다.

중국과 북한이 이를 노리는거다.

이래서 우리도 핵무장하여 북한의 침공에 대비해야 한다.

이것은 필수이고 우리 생명이 걸려 있는 것이다."
533,"전 세계가 협력해서
Again 1937 Nanjing Festival 정의구현"
534,"대만이 핵배치 하는 순간 대만 해협에는 평화가 찾아오고 대만 중국이 무력으로 다툴일은 없어지게 된다.
재래식 전쟁으로 미국과 싸워서 대만을 점령해도 중국 경제는 파탄지경에 이르고 건질게 하나도 없는 무모한 통일이 될 것이다."
535,"미국은  멍청한자들이다.
좌파생각  트럼프 때문이죠."
536,살고싶으면 미국 무기 사라고......장난질...
537,미국이 쫄았다ᆢ
538,국지전이 일어난다면 미국이 전력을 집중시키고 공격 명분을 얻을때 일어날 듯
539,"미국이 가만히 있을수는 없다. 왜냐.. 세계가 지켜보고 있거든...
특히 한국과 일본이...."
540,"천조국은 옛말이고
모르는 사이 이미 중국이 국방비 미국의 40%까지 추격함
그래서 이 난리 치는 것"
541,"왜국 일본도 웃기기는 마찬가지
아무 쓸모도 없는 애들 장난감같은 저딴걸 항모라고 띄우면서
위협하는 뙤놈들한테 뭘 그렇게 겁먹고 있냐?"
542,"중국 북한 계속 까불면 
대만 일본 한국 물타기로 핵 무장 한다"
543,아 저 항모 전단이 적국 배가 가운데 들어가 같이 다녔다는 그 유명한 항모 전단인가요?
544,"대일본제국에 쭝궈들이?
ㅋㅋㅋ 얘드라 까불지마 그러다 또 니들 임산부들 배잘린다
ㅋㅋ"
545,고물 항모 들이 밀어 봤자 뭐 하나?
546,"자랑만 하지말고 한번 누가 센지 붙어봐라.
그래야 정말 위협적인지 알고 함부로 못 덤빈다."
547,"같은 항모전단도 아니고
미국 구축함 한척이  버젓이 
중국항모전단 사이에서 뱃놀이 하는것도
못막으면서 무슨 일본에 경고...."
548,얘네 올때 미군이랑 일본함정에 호위받으면서 오던데? ㅋㅋㅋㅋ
549,미국한테   해상경로   다털여놓고  경고는무슨   애초에  일본한테   정찰까지 쉽게  당한거보면   패배조건 충족하구만
550,중국항모비웃지말고 우리항모 아직두설게ㅣ중이나  그러다항모산으로가겟다   말루는지구도들어옴기겟다
551,"옛날하고비해면되냐
멍청한한놈들아옛날에는
반봉건사회중국에는아무기술력도
없다그때야일본개들이호구질햇지
지금한번쳐들어가봐다뒤지고말지"
552,도대체 언제 붙는거야
553,둘다 똑 같은 것들이..
554,핵무장 부추키니?~~~
555,"일본이가미카제를 하와이에할게아니라
천안문부터만리장성까지없애버렸어야지
미국건들다원폭맞고뻦었지
중국을완전정복못한일본이
지금와서 통탄을하는구나"
556,"발사하는 그 순간 중국은 
괜챦을까?
그런것은 종이 호랑에불과함"
557,"중국은  핵잠수함 만들어 주변국들에  위협을 가하는데도  사드배치  하나 하는데도 반대하고  난리치고  이런나라가 세계에 어디에있나  북한김여정 삐라살포 한마디에  법을 만드는나라 대한민국  제주공항건설에 반대
제주해군기지  반대  도대체 반대하는자들  신상공개 한번해봐라"
558,미래를 위;해서는 전쟁해서 듕국을 아에지도상에서 없애버려라
559,요놈 단두로 치라 목ㅡ
560,"생긴 모습이 욕심사납게 생겨가지고
품위 떨어지게 군인들에게 직접 지시 하는 모습이

곧 폭망하게 생겼네
김정은이 이걸 배워 가지고 
방방곳곳을 다니며 사업지시를 하는 것 같은데
둘다 폭망이 예상된다."
561,"남한 언론 입다물고 가만 있네
북한 SLBM 입에 거품 물더니만
정신차려라 미국놈들뿐만 아니라 일본놈들 중국놈들도 모두 적이라는 것을"
562,아새끼  처먹기만 해서 배가 올챙이 배처럼 빵빵 하네
563,그돈으로 전세게 기아없는 운동하고같이 잘 사는 운동하자
564,중국보다는 미국이 낫지 ㅉㅉㅉ
565,이런 중국의 의도를 빌미 삼아 미국에게 대한민국도 핵 잠수함 건조 및 미사일 사거리 현재보다 더 연장하자
566,그럼 한번 붙어보든가 ㅋㅋㅋㅋㅋㅋㅋㅋ
567,듕국 댓글부대 미국하고 이간질하지마
568,"군사력  미국의 5분의 1.
2인자로서 차라리. 착한 사마리언이나하지
뭘 되도 않는 1등을 흉내낼려고 하냐?"
569,"제발 그래라 ㅎㅎㅎ
내 생애 중국 자유화 볼지도 모르겠다"
570,"중국은 대한민국의 천년지기 원수입니다.
고구려를 먹으려고 중국당태종이 백만대군 이끌고 침략하다 쪽박찼지요.
신라와 동맹맺고 신라먹으려다 쫒겨났지요?
백제침략했다 쫒겨났지요?
고려침략했지요 그러다 강감찬장군에게 쫒겨났지요?
조선을 중국신하 나라로 만드려다  일본한테  쫒겨났지요? 6.25때 침략하여 조국강토를 쑥대밭으로 만들었지요? 지금 문재인 정신있는가? 중국이 대한민국을 살 릴 나라이냐? 연합신문 정신차려라!"
571,"중국 기사 멈춰!

관심 ㅈ도 없으니까"
572,백해 무익한 도박
573,"여기가 신문지 수출 전문적으로 하는 언론사 인가요???

kg당 얼마에 하는지 궁금합니다.

그리고 신문지 부수당 나라 지원금 얼마 받는지도 궁금합니다."
574,어디에도 도움이 안되는걸.   방치하는 이유는 뭔가.  검은돈 만들기 위한거 아닌가.   가상화페?   거짓돈
575,"그래픽 카드 값 올려 놨어
쓰레기들"
576,"코로나 바이러스 퍼뜨리고
가상화폐 채굴로 지구 환경오염시키고
대기오염시켜 미세먼지 살포하고

결국
지구가 황폐해져 멸망하게 된다면
가장 큰 책임은 중국 때문
지구와 지구인이 온전히 살아가기 위해선 중국은 박멸해야 될 악의 축이야!

그래야 
중국을 제외한 다른 모든 나라가 살 수 있어!ㅋ"
577,"저 것들 때뮨에 성능좋은 그래픽카트 싹쓰리하고 시장원리를 교란행위하고 잇다.
진정으로 카드가 필요한 사람인들은 사용 못하고 잇고 업청남 웃돈을 주고 구입을해야하니
이게 정상인가? 뒤 늦게 엔비디아회사에서 방법을 찾기로 한것은 다행이지만
법을 많들어서라도 체굴업자들이게 카드구입을 법적재한시켜야 한다고 본다.
체굴금지하던가 특별전기세부과하던가 해라."
578,"아시아계가 인종차별 &무시당하는 이유는 99.9%
중국때문임...  우한코로라나 퍼트린 나라가 할소리인가?"
579,진짜 사악하네. 이게 장난이냐? 사람이 니들때문에 죽어가는데?
580,니네때문이잖아.
581,"가지가지하네 정말
중국 얘기만 나오면 이제는 치가 떨린다
역시 중국산은 물건이건 사람이건..ㅉㅉㅉ
유일하게 잘만든건 코로나뿐이지??"
582,코로나 만든놈이 가해자인데 피해자 욕을 하다니 참 개판이네
583,대학마다 자리잡고있는 공자학원통한 중국공산당 스파이활동 법으로 금지시키던지 아예 퇴출시켜야 한다. 미국 유럽등에서는 수년전부터 퇴출되고 있다.
584,중국 정부 수준이 그렇지 뭐.
585,정신나간새x들네. 선넘는구만. 자기들이 퍼트린 질병으로 인도에서 저꼴 난건데 하아.... 미쳤네 진짜
586,중국 공산당은 참 수준이 저질이야.
587,"자기들이  퍼트려 놓고는...
진짜 코로나 종식되어 갈 때쯤 중국에 구상권 청구하자!!!"
588,"지금도 그렇지만 인도가 힘내길 바란다.
이이제이 인도를 이용해 중국을 폭망시키자~"
589,꼭 우리나라 국짐당 같네
590,중국몽.혼밥까지..
591,"최초 발생지 중국 중국인 잘 했다면 과연  전세계가 마스크 따위는 필요 없었겠지 
인도상황을 조롱하다니 중국도 곧 인도와 같은 상황에 놓인다면 세계인들은 뭐라고 생각할것 같니???"
592,인도야 원폭 있는거 전부 중국에 쏴버려라
593,이게바로 중국의 수준이지. 이런 저질 나라따위를 문재인이가 존중하지...
594,"중국은 염치란 게 없다
중국우한에서 만들었냐 생겼냐"
595,그래서 코로나 누구꺼?
596,"중국인들 수준이 원래 저래

문명인인지 의심스러운 행동들도 많이 하잖냐

오죽하면 중국공산당에서 고층건물에서 물건 던지지마라.

해외여행시 에티켓같은 전단지 나눠주겠냐

배울만큼 배운 놈들도 많을 건데 원래 민족성이 저런 놈들.

문화대혁명이랑 천안문사태 때 그 나마 의식있는 사람들 다 

죽여서 이기적인 놈들 밖에 안 남음."
597,"쭝공괴물은 절대 반성의 기미가 없지.
우리 고대사를 왜곡하고 국경넘어 물고기를 몽땅 잡고 김치와 삼계탕 그리고 한복을 자기꺼라 우격다짐을 하는 괴물인데 누가 좋아하겠냐?"
598,세계에서 망해야할 국가 1위 쭝국 2위 미쿡
599,중국은. 염치라고는 없는 족속들
600,저급한 민족들이라  할수가 없네요
601,인도에 우하안변이 바이러스 중궈가 일부러 퍼트린 거 아님? 안그래도 인도랑 중궈랑 국경땜시 사이가 안좋은데 하압리적 의심이 드네 중궈들은 충분히 그러고도 남을 넘들 같아상
602,중국이 중국했네. 오랑캐 족속들
603,코로나야말로 유일하게 짝퉁 아닌 중국산인데???
604,"상하이모터쇼에서 시위하던 여성의 모델3 브레이크불량이 아닌 차주잘못으로 난 사고라는걸 주행기록으로 확인된 건을 계속보도하는건 무슨 의도인가?

다른회사들은 광고와 여론조작에 돈을 쓰지만, Tesla는 그 돈으로 r&d에 집중하는걸 아는사람이 얼마나될지 새삼 궁금해지네요.

2016년  1년  3조5천억
2017년 1년  3조7천억
매년 마케팅비용으로 이정도 지출하는 
국내자동차 회사를 당신은 어떻게 생각하나요?
언론신뢰도 최하위인 우리나라에서말이죠?"
605,역시 엘롱 머스크는 중공스럽네.
606,"굳이 아시아지역까지 와서 아시아의 최강대국인 중국의 항공모함 훈련중의 전형 한가운데를 가로지르는 무모하고도 위험한 도발을 하는 미국의 행위를 보라! 이는 일촉측발의 3차 세계대전을 일으킬수도 있는 세계 평화를 깨뜨리는 분별력 떨어지는처신이라는것을 알아야한다!  그동안 미국으로 인한 많은 국가들의 분열과 갈등상태, 내전을 객관적으로 관찰하고 살핀다면, 견제를 해야할 대상이 중국과 러시아가 아니라 탐욕과 이기심으로 인한 분별력 떨어지는 미국의 행위를 견제해야하는 것이 옳음을 알수있을 것이다 !!! 미국이여, 자국이나 견제하라 !!!!!"
607,"혁신기술을적용해야지
매번 용량.카메라 개선만.ㅡㅡ"
608,"와 요 악질적인 조중동보소

어제는 개미들 삼성전자   많이 샀다더니

오늘은 실적으로 털어낼라고 선동하는

신문사."
609,사면얘기하려고
610,"물량빨로 판매량만 지킨거내요
삼성 라인업은 삼성 임직원도 정확히 모를전도로 많고 해외와 국내 모델의 경우 너무 많은 제품 수 때문에  모델명도 꼬이는 경우가 종종 있음
저가 중국 업체보다도 모델수가 더 많은거 같음"
611,"핸펀가격 구조서 인건비 차지 비율 얼마일까?  또 기술투자분 비율은 얼마일까? 
마진  비율은 얼마일까?"
612,별볼일없네
613,박근혜 책임이 크다 !
614,이재용  풀어 달란소리로  들린다......
615,"뭉가가 박수치며 좋아하겄다 
이런걸 바랬는지 아닐까"
616,애플사야지
617,"요즘도 갤럭시사면 온갖 잡다한
지우지도 못하는 어플들 깔려있나? 
계속 그러다간 삼성도 엘지폰 꼴난다
오직 고객만 생각해라"
618,"악재네...주가 하락하겠는데

연말 11만원  ?  남북통일이  더 빠르겠다  그쟈?"
619,"이재용이구속되어있는데
될일도안된다 삼성은계속추락한다.
수장이없으면 절대로안되는것이다.
있는거하고없는건  천지차이다."
620,비싸다
621,삼성 올해 하반기 출시하는 차세대 폴더블이랑 차차세대 폰 보니까 별로 걱정 안됨. 삼성걱정은 쓸데없다고봄..난 오히려 애플이 칩만 발전시키고 외관은 발전하는게 없어서 식상함.
622,"나중에 지금 삼성 욕하는 어린 학생들이 학교 졸업하고 취업할때 되면  삼성이 얼마나 감사한지 알거임.
대한민국 대부분의 중소, 중견기업들이 삼성 덕분에 운영이됨"
623,삼엽충이다가 앱등이 되었는데 ... 평일 삼엽충 주말 앱등이 12ProMax  애플이.났더라 ... 업무용 호환성은  삼성이.좋고 그냥 폰 쓰기에는 애플이 갑이던데 페이불편한거 말고는....둘다.써보니 애플 7:3 승리
624,"어쩌라고?
그래서"
625,"삼성이 대한민국에 해준거 열배이상
 대한민국이 삼성에 해줬다"
626,총수 빼내려고 위기 조장 안간힘 쓴다.
627,대부분  삼성이잘한다   생가기하는데...실제 보면  기가 참.''한마디로 지금 영업이익은  협력업체 피빨아서  이룩한것임. 밑에  망하면  다간다
628,"아ㅋㅋㅋㅋ틀 ㅅㅋ들 역겹네 이재용이 아무 잘못이 없는데 깜방갔어? 국민연금 훔쳐먹었으니까 간거아냐 ㅋㅋㅋ
까놓고 문재인이 했어봐 난리 안났음? ㅣ
이명박근혜도 횡령 뇌물수수 정치자금법위반으로 깜방간거여 무슨 선량한 시민인줄아네 ㅋㅋ"
629,"그놈의 되지도 않는 5쥐. 엄청 올리네  

상용화에 성공시키고나 5쥐꺼내지

되지도 않는 엉터리기술력갖고 맨날 떠들어대"
630,민주당하고 전라도가 삼성을 얼마나 못살게구는데 정상적으로 운영을 할수있다고 생각함?
631,그래서 이재용 풀어달라고?
632,"저래도 공산당에 찍히면 죄지은 것 없어도 바로 폐인될수 있음. 
참 옛날 나라임, 중국음.. 

이재용은 죄를 지었기에 감방 간것임. 아직 반성 덜하고 있고, 아직 2건이 재판중임 (프로포폴, 삼바 분식회계)"
633,함소원 남편일텐데....
634,"맞는 말 했어, 중국. 
근데 니들 뻥은 더 황당해
동북공정에다 툭하면 니들꺼라고 우기지
황사야말로 니들껀데
힐러리 클린턴이 한국 왔을때 이미 말했지
위안부가 아니라 성노예라고"
635,위안부가 아니라 불법 성노예가 맞는 표현이다!!!
636,왜 우리나라는 중국처럼 못할까?
637,양아치보다더한일본
638,"같은아품을격은동병상련국들과의
국제연대를하여~역사왜곡한일본을
고립시켜버려야하고~공동국으로배상청구해야합니다~확실하게버릇을고치지않으면
앞으론미국을앞세워깝죽거릴것입니다!!"
639,닭그네 쥐박이 능지처참 해야
640,옯바른소리는
641,"주식 투자 해놓고   러시아 백신  도입 하라고 하는것들 
지옥에나. 가라 
니들이 먼저 맞아라"
642,"러시아제는  변종에도 효과 90%이상  이라는데
돈 주면서 구걸하듯 말고 러시아산 수입 했음 한다"
643,어이가없네....러시아백신히루빠리 도입해라~!!
644,Eu가 미국느치보느라 러시아백신 승인 미루는건 합리적으로 보이는데
645,중국 백신이 코로나보다 더 공포스러운데.
646,서방국가 백신회사는 돈 잘벌기위해 노력하는게 중국 러시아백신 깍아내기 안하나?더 할꺼같은데....
647,사회주의 국가들의 행태
648,"굳이 아시아지역까지 와서 아시아의 최강대국인 중국의 항공모함 훈련중의 전형 한가운데를 가로지르는 무모하고도 위험한 도발을 하는 미국의 행위를 보라! 이는 일촉측발의 3차 세계대전을 일으킬수도 있는 세계 평화를 깨뜨리는 분별력 떨어지는처신이라는것을 알아야한다!  그동안 미국으로 인한 많은 국가들의 분열과 갈등상태, 내전을 객관적으로 관찰하고 살핀다면, 견제를 해야할 대상이 중국과 러시아가 아니라 탐욕과 이기심으로 인한 분별력 떨어지는 미국의 행위를 견제해야하는 것이 옳음을 알수있을 것이다 !!!  미국이여, 자국이나 견제하라 !!!"
649,"최소 향후 50년간 중국이 민주주의를 받아 들일 가능성 전혀 없고

설령 민주주의 된다 치더라도 우리에게 무조건 득이 되는 것도 아님

민주주의 국가 되면 여러 소수 민족들이 독립한다고 나설 수 있지만
1000년 간 잉글랜드와 싸운 스코틀랜드도 막상 독립 투표에는 반대표가 더 많은 것 처럼
그 소수 민족들이 다 독립해 나간다는 보장도 없음!

또 그 민족들이 독립해 나간다고 해도 중국이 지금의 G2 자리를 다른 국가에 넘기는 일은 없을 듯
오히려 민주주의 위시하여 더욱더 천박한 천민자본주의로 주변 국가들을 옥죌 가능성이 큼!"
650,"중국이 민주주의로 되면 우리도 편해지겠지..
근데 톡 까 놓고... 미국이 지금 민주주의때문에 중국이랑 싸우냐...?"
651,독재국가는  없애야한다.
652,중국과의 경쟁을 체제의 경쟁으로 본다는 이야기인데. 친중국 정책을 하면 민주주의의 적으로 보겠다는 경고로 받아야 한다.
653,세계의 지도자로서 세계가 어디로 가고 있고 인간의 가치의  적이 누구인지 명확하게 인식하고 있다고 생각된다. 실행력이 검증이 된다면 역사에 남는 훌륭한 지도자가 될 것이다.
654,퇴구푸우가 제대로 도른자구나.
655,인도와 중국을 보면 민주주의가 공산주의에 밀리는것같다.
656,스스로 맞는 체계를 유지하면서 평화롭게 살아가면 되는데 왜 군사적으로 대립하려 하는가?
657,중국 신나게 패주라
658,"공산주의는 이미 악 이라고 증명되었고,,,
미국식 패권주의도  인류에게 도움이 되지  않는 것으로 드러나고 있다!
한민족의 홍익인간 사상만이 세계를 구할 수 있을 것이다!
힘모아 민족의 힘을  기르자!"
659,두사람 다 사망했단 소문이 돌던데.아니겠지란 생각이긴 하지만 이상한건 사실.
660,인간성 말살하고 도구화하는 공산주의는 아무리 자본주의 경제를 흉내내어도 필망하게 되어있다.
661,길게보면 민주주의가 비교불가 승리지..
662,"2,
4.26(월요일) 오전 부터  퇴근까지
4.28일 지금  계속  전화  통화로
본인 보관 돈 독려와  동시에
전국 주한 미대사관철수+ 주한미군철수
하라고 지시했는데  왜  철수 안해!!
당장 철수해라!!  비열하고 유치한 바퀴벌레
같은 🐕 자식들 천벌 받아  미국 종말 소식
기대해도 좋다!! 
지금 마피아들 계속 저승가는 이유는
니들 거미줄 내역 뽑아 정리하는 중이다
그와중에 반성은 커녕  본인을  청부살인
기획 음모에  그것도 일루미나티 하수인
이재용 안철수 시켜  🐕수작을  벌이고
하늘  높은 줄 모르고 날뛰다가 천벌"
663,"중국이 세계 선도국가가 못 되는 이유는 너무나 명확하다.
오랜시간 이민족의 지배를 받아
정부의 정책에 순응하는데 익숙해졌고
그 부작용으로 중화사상이라는 국뽕에 미처있기 때문이다.
이런 열등감이 세상의 모든게 중국꺼라 우기고
남의 지적재산권을 훔치는걸 주저하지 않는다.
일당 독재하는 일본도 마찬가지
결국 아시아에서 세계 선도 역할 가능한 나라는
홍익인간의 개념을 가지고 
유교의 장점을 DNA 속에 가진
한국만이 가능한 일이다.
한국은 태생적으로 외세에 저항하며
기득권 세력과 투쟁하면서 
민족 공통체를 형성한 거대 민족이다."
664,"1,
2021.04.29 07:44
미국 바이든 오바마  유대인 이스라엘..
마피아 일루미나티들 시진핑 중국  한국
마피아들 짜고 치는 고스톱 생쇼는 
종말이다  싸우는 척  생쇼는 끝났다
지금 미국 니들  숨통을  쪼여오고
있지!!  또  청부살인 음모를 한다고
어제  아침  본인  꿈에  서몽을 했다
본인 청부살인 전에 니들 사망 동시에
백악관 비행기 펜타곤 핵시설  무기고 
등 대폭팔  미국  유대인 지구에서 사라진다
라고 했다 
그리고  정진석 천주교 사망  소식..
당장 본인 보관 돈 주한 미대사관 보내라!!"
665,"바이든늠감퇴기
얼굴이개똥궁디같이
생겨가무슨개소리하노
민주주의가그리좋아
미국이코로나1등햇나?
멍청한놈아아세아사람
혐오나하지말라"
666,독제를 미화하는 시진핑....개발도상국은 정치적 안정이 득이 될수있지만.... 궁극적으로 선진국이 되려면  다수가 자유를 누릴수있는 민주주의가 당연하다...
667,"난 중국의 일당 지도체제를 연구할 가치가 있다고 보는 사람이다. 한국이나 미국의 예를 들면 칠푼이나 허풍쟁이가 뽑혀 나라를 좀먹게 하는 경우가 있지만 중국은 검증된 사람만이 지도자로 나선다. 또한 한국이나 미국은 집권당이 바뀌게 되면 이전 정책을 뒤집는 바람에 일의 연속성이 떨어지는 데 반해, 중국은 연속성이 보장된다. 국민이 주인이 되는 민주주의는 명분은 그럴 듯하지만 기득권의 농간에 의해 그것을 해치는 일이 비일비재하다. 우리의 정치 풍토를 보면 야당은 집권당의 정책을 끝까지 물고 늘어져서 제대로 시행되지 못하게 방해한다."
668,독재자 멍멍이
